hope_i_wun	hope_i_win
going_to_kil	going_to_kill
let_iphone_userz	let_iphone_users
u_wasnt_me	u_want_me
do_tht_on	do_that_on
chinese_food_im	chinese_food_in
really_realy_want	really_really_want
flu_jab_dis	flu_jab_is
ya_pic_on	a_pic_on
yo_update_my	to_update_my
playng_with_my	playing_with_my
ps_ur_iphone	is_ur_iphone
just_got_dignosed	just_got_diagnosed
wishh_you_were	wish_you_were
all_week_im	all_week_i
yo_make_sure	to_make_sure
just_da_normal	just_a_normal
i_woulnt_have	i_wouldnt_have
iphone_was_ok	iphone_was_on
a_google_calenar	a_google_calendar
simm_card_in	sim_card_in
to_dowload_google	to_download_google
in_spanish_nd	in_spanish_and
iphone_ap_of	iphone_app_of
got_amy_google	got_my_google
to_the_hostpital	to_the_hospital
that_rt_was	that_it_was
fouund_out_i	found_out_i
the_ievolution_of	the_evolution_of
that_is_wht	that_is_what
_aare_they	_are_they
be_soo_much	be_so_much
am_lookng_for	am_looking_for
wave_nvite_is	wave_invite_is
ge_looks_like	he_looks_like
shoukd_try_it	should_try_it
a_blst_with	a_blast_with
was_just_ina	was_just_in
thank_youu_google	thank_you_google
a_iphone_os	a_iphone_or
i_may_hve	i_may_have
and_mr_iphone	and_my_iphone
thnking_of_a	thinking_of_a
toh_of_google	top_of_google
the_google_streek	the_google_street
i_wll_have	i_will_have
when_tha_hell	when_the_hell
bak_at_the	back_at_the
samor_hit_by	samoa_hit_by
my_friend_todd	my_friend_told
so_i_cound	so_i_could
a_good_gamer	a_good_game
photoshop_appl_for	photoshop_app_for
love_how_mr	love_how_my
tha_hell_it	the_hell_it
teh_flu_and	the_flu_and
will_see_thw	will_see_the
is_responisble_for	is_responsible_for
qo_google_translator	to_google_translator
iphone_tv_new	iphone_to_new
i_hadd_swine	i_had_swine
google_nd_it	google_and_it
iphone_ap_works	iphone_app_works
is_bak_up	is_back_up
could_i_ahve	could_i_have
of_ya_iphone	of_a_iphone
needs_to_buz	needs_to_buy
swine_flu_dey	swine_flu_day
happend_to_that	happened_to_that
hahah_i_just	haha_i_just
iphone_down_nd	iphone_down_and
wii_with_ea	wii_with_a
dh_flu_shot	da_flu_shot
on_tht_wii	on_the_wii
im_developing_an	is_developing_an
dnt_have_ya	dnt_have_a
of_flu_symptons	of_flu_symptoms
goole_books_is	google_books_is
ii_first_got	i_first_got
of_tjat_swine	of_that_swine
tring_to_convince	trying_to_convince
google_crome_themes	google_chrome_themes
et_is_really	it_is_really
ii_had_the	i_had_the
photoshop_iphone_ap	photoshop_iphone_app
tht_you_had	that_you_had
orange_gettig_the	orange_getting_the
byo_swine_flu	by_swine_flu
i_can_teweet	i_can_tweet
is_gtting_worse	is_getting_worse
for_iphone_terthering	for_iphone_tethering
and_wii_im	and_wii_in
that_im_just	that_i_just
you_get_em	you_get_me
accont_on_google	account_on_google
lolz_i_was	lol_i_was
a_powerfull_earthquake	a_powerful_earthquake
have_thr_flu	have_the_flu
ohh_well_i	oh_well_i
that_damnn_flu	that_damn_flu
sont_get_the	dont_get_the
you_probaly_have	you_probably_have
making_ajax_crawlabe	making_ajax_crawlable
and_now_mt	and_now_my
en_google_i	on_google_i
google_anaytics_and	google_analytics_and
person_in_teh	person_in_the
iphone_it_wil	iphone_it_will
i_hould_google	i_could_google
some_really_kool	some_really_cool
is_preety_good	is_pretty_good
searching_fr_the	searching_for_the
wht_is_iphone	why_is_iphone
swine_flu_shoud	swine_flu_should
mii_iphone_riite	mii_iphone_rite
bewteen_google_and	between_google_and
take_em_to	take_me_to
how_tha_hell	how_the_hell
in_da_google	in_a_google
iam_down_with	am_down_with
google_wave_te	google_wave_to
wii_bowking_during	wii_bowling_during
ie_to_work	it_to_work
just_found_im	just_found_it
the_oline_is	the_line_is
gonan_go_play	gonna_go_play
iphone_i_coulda	iphone_i_could
you_do_nyt	you_do_not
in_repsonse_to	in_response_to
is_istening_to	is_listening_to
i_not_knw	i_not_know
keep_my_ipnone	keep_my_iphone
finally_hafve_my	finally_have_my
from_what_im	from_what_i
google_wave_yee	google_wave_yet
please_prary_for	please_pray_for
tu_internet_explorer	to_internet_explorer
would_be_bice	would_be_nice
feeling_good_bt	feeling_good_at
iphone_apps_vs	iphone_apps_as
wii_a_game	win_a_game
on_a_ninendo	on_a_nintendo
iphone_game_ui	iphone_game_i
im_not_lettin	im_not_gettin
hit_me_upp	hit_me_up
ready_for_tha	ready_for_the
im_just_google	i_just_google
palying_wii_with	playing_wii_with
a_bugg_in	a_bug_in
ato_google_chrome	to_google_chrome
paris_hilton_ist	paris_hilton_is
woudl_just_be	would_just_be
on_the_kindel	on_the_kindle
my_momz_and	my_mom_and
i_already_hve	i_already_have
wave_invities_for	wave_invites_for
onb_the_last	on_the_last
iam_sure_it	am_sure_it
and_lisiten_to	and_listen_to
fanally_killing_pagerank	finally_killing_pagerank
dont_make_em	dont_make_me
twitter_app_im	twitter_app_is
a_music_sevice	a_music_service
am_im_getting	am_i_getting
worls_like_a	works_like_a
helll_is_google	hell_is_google
for_a_limitied	for_a_limited
finally_ny_iphone	finally_my_iphone
today_i_gott	today_i_got
the_brid_flu	the_bird_flu
in_paris_mon	in_paris_on
anyone_willling_to	anyone_willing_to
thnk_im_coming	think_im_coming
im_quite_sure	is_quite_sure
new_pwange_tool	new_pwnage_tool
hae_been_on	has_been_on
ii_hope_she	i_hope_she
of_a_suddon	of_a_sudden
playing_boling_on	playing_bowling_on
qet_this_flu	get_this_flu
got_in_tha	got_in_the
first_time_evero	first_time_ever
just_gots_an	just_got_an
google_earth_rs	google_earth_is
with_igoogle_and	with_google_and
to_yweet_with	to_tweet_with
and_i_ment	and_i_went
wash_thier_hands	wash_their_hands
this_cole_and	this_cold_and
iphone_credit_crd	iphone_credit_card
dont_giva_a	dont_give_a
get_a_cance	get_a_chance
and_my_bady	and_my_body
tring_to_figure	trying_to_figure
of_mai_flu	of_man_flu
im_ganna_go	im_gonna_go
their_google_wace	their_google_wave
the_seaonal_flu	the_seasonal_flu
the_next_weekk	the_next_week
i_jst_discovered	i_just_discovered
to_take_ap	to_take_a
i_would_definately	i_would_definitely
om_the_couch	on_the_couch
playibg_wii_sports	playing_wii_sports
yaay_for_iphone	yay_for_iphone
theyre_for_the	there_for_the
twittter_on_the	twitter_on_the
the_wifi_i	the_wii_i
nnw_on_your	now_on_your
fianlly_got_my	finally_got_my
when_uyou_unlock	when_you_unlock
at_frist_i	at_first_i
use_for_igoogle	use_for_google
iwll_take_to	will_take_to
will_be_haviing	will_be_having
__look_for	i_look_for
wtfh_is_going	wtf_is_going
nintentdo_wii_system	nintendo_wii_system
to_come_mon	to_come_on
give_me_tht	give_me_the
lots_of_fud	lots_of_fun
ie_iphone_app	in_iphone_app
iphone_or_blackeberry	iphone_or_blackberry
yu_can_no	you_can_no
or_tha_iphone	or_the_iphone
sms_with_my	mms_with_my
its_nt_the	its_not_the
is_availible_for	is_available_for
audio_launches_nxt	audio_launches_next
is_clebrating_the	is_celebrating_the
this_ish_better	this_is_better
this_gogle_wave	this_google_wave
wave_og_google	wave_of_google
what_is_seo	what_is_so
on_iphone_iq	on_iphone_is
just_finshed_my	just_finished_my
i_culd_give	i_could_give
do_u_stil	do_u_still
wondering_if_rhe	wondering_if_the
damn_yu_iphone	damn_you_iphone
when_it_subsidesu	when_it_subsides
the_heck_im	the_heck_is
to_focos_on	to_focus_on
let_ne_see	let_me_see
yall_swine_flu	hall_swine_flu
of_the_weet	of_the_week
keep_me_frum	keep_me_from
make_tha_switch	make_the_switch
to_see_andy	to_see_and
the_symptomms_of	the_symptoms_of
dont_evn_have	dont_even_have
gettiing_swine_flu	getting_swine_flu
the_iphone_dl	the_iphone_do
iphone_all_tha	iphone_all_the
google_webmatser_tools	google_webmaster_tools
wiv_a_iphone	win_a_iphone
us_aboout_google	us_about_google
get_flu_vacine	get_flu_vaccine
swine_flu_fr	swine_flu_or
my_iphone_andi	my_iphone_and
the_iphone_ia	the_iphone_is
alt_swine_flu	halt_swine_flu
i_was_taling	i_was_talking
tha_flu_now	the_flu_now
ff_for_the	off_for_the
in_az_while	in_a_while
till_ii_google	till_i_google
with_a_sik	with_a_sick
i_dont_htink	i_dont_think
flu_like_sysmptoms	flu_like_symptoms
im_once_again	is_once_again
wht_in_the	what_in_the
bb_es_iphone	bb_vs_iphone
send_pics_nd	send_pics_and
bf_an_iphone	of_an_iphone
doin_on_my	down_on_my
therei_have_been	there_have_been
flu_vaccinations_beging	flu_vaccinations_begin
canr_wait_to	cant_wait_to
ur_iphone_tho	ur_iphone_to
wish_i_wasz	wish_i_was
my_iphone_screne	my_iphone_screen
you_jst_have	you_just_have
to_unlook_the	to_unlock_the
via_ap_google	via_a_google
what_is_thai	what_is_that
is_tht_an	is_that_an
buh_i_really	but_i_really
that_reinds_me	that_reminds_me
comes_out_im	comes_out_in
dead_in_sumatran	dead_in_sumatra
for_it_dis	for_it_is
thts_could_be	this_could_be
first_twet_from	first_tweet_from
nd_then_google	and_then_google
iphone_aps_that	iphone_app_that
au_need_to	u_need_to
acouple_of_hours	couple_of_hours
i_hhave_to	i_have_to
tryina_figure_out	tryna_figure_out
i_feel_tht	i_feel_the
the_dredded_swine	the_dreaded_swine
tha_swiine_flu	tha_swine_flu
twiterific_on_the	twitterific_on_the
coupla_iphone_apps	couple_iphone_apps
for_the_nes	for_the_new
bak_with_a	back_with_a
google_im_so	google_is_so
it_as_da	it_as_a
magnitutde_earthquake_in	magnitude_earthquake_in
can_juss_get	can_just_get
iphone_has_os	iphone_has_so
swine_flu_wuz	swine_flu_cuz
sqine_flu_cuz	swine_flu_cuz
a_iphone_buh	a_iphone_but
i_thinki_its	i_think_its
sessages_from_my	messages_from_my
u_gots_da	u_got_da
so_that_youc	so_that_you
finallly_has_mms	finally_has_mms
kno_im_not	no_im_not
on_twitter_fr	on_twitter_for
need_to_de	need_to_be
i_dodnt_get	i_dont_get
show_flu_sreads	show_flu_spreads
edition_blck_nintendo	edition_black_nintendo
google_wth_a	google_with_a
im_a_really	is_a_really
nur_new_google	our_new_google
sars_flu_vaccine	says_flu_vaccine
out_tht_my	out_that_my
miley_cyrus_hase	miley_cyrus_has
mame_on_the	game_on_the
r_goinn_to	r_going_to
all_the_googley	all_the_google
use_google_translete	use_google_translate
swine_flu_bb	swine_flu_by
tweetung_on_my	tweeting_on_my
next_time_yu	next_time_you
mms_en_iphone	mms_on_iphone
in_the_brea	in_the_area
pictue_messaging_on	picture_messaging_on
wy_is_it	why_is_it
thankk_you_swine	thank_you_swine
qo_back_to	go_back_to
thingy_that_i	thing_that_i
cn_you_be	can_you_be
i_hope_jim	i_hope_im
ir_impossible_to	it_impossible_to
could_do_thqat	could_do_that
ok_you_know	of_you_know
ipnone_dev_team	iphone_dev_team
rely_soley_on	rely_solely_on
i_gota_do	i_gotta_do
hre_is_the	here_is_the
gettig_a_little	getting_a_little
me_tht_it	me_that_it
im_on_fire	is_on_fire
wht_u_got	what_u_got
know_if_thr	know_if_the
pay_for_coffe	pay_for_coffee
but_im_that	but_is_that
was_playng_wii	was_playing_wii
vs_getting_me	is_getting_me
for_tht_iphone	for_the_iphone
check_ut_my	check_out_my
but_i_ddnt	but_i_dont
some_ot_this	some_of_this
why_is_iht	why_is_it
makes_em_look	makes_me_look
wats_one_of	was_one_of
tweetn_on_the	tweet_on_the
finaly_starting_to	finally_starting_to
a_flu_ahot	a_flu_shot
web_lite_for	web_site_for
you_can_doo	you_can_do
buut_i_have	but_i_have
hate_when_im	hate_when_i
tha_new_blackberry	the_new_blackberry
good_enougn_for	good_enough_for
new_moon_sountrack	new_moon_soundtrack
flu_shot_maken	flu_shot_makes
but_its_juss	but_its_just
like_tha_new	like_the_new
i_womder_what	i_wonder_what
have_more_thn	have_more_than
wht_exactly_is	what_exactly_is
google_ad_planer	google_ad_planner
thas_what_im	thats_what_im
were_on_te	were_on_the
thoght_i_had	thought_i_had
wich_i_was	wish_i_was
got_dne_with	got_done_with
playing_wii_bowking	playing_wii_bowling
magnitute_of_the	magnitude_of_the
want_to_ive	want_to_give
iphone_and_ilove	iphone_and_love
cn_i_do	can_i_do
this_non_iphone	this_on_iphone
em_going_to	am_going_to
layin_on_my	playin_on_my
of_the_mornting	of_the_morning
diaganosed_with_swine	diagnosed_with_swine
for_the_bigg	for_the_big
ao_that_the	so_that_the
thinks_he_hqs	thinks_he_has
school_hav_the	school_has_the
if_eu_type	if_u_type
to_dl_this	to_do_this
i_really_apreciate	i_really_appreciate
to_unlock_ano	to_unlock_an
wnt_to_see	want_to_see
confirmed_case_od	confirmed_case_of
have_to_cahnge	have_to_change
rt_so_much	it_so_much
gots_it_from	got_it_from
have_been_ablet	have_been_able
said_that_ther	said_that_the
get_da_real	get_a_real
app_store_tho	app_store_to
vs_google_reader	is_google_reader
and_hhs_to	and_has_to
a_few_oter	a_few_other
but_if_im	but_if_i
mt_new_wii	my_new_wii
coming_to_sa	coming_to_a
an_iphone_tht	an_iphone_that
ifrom_my_iphone	from_my_iphone
google_wave_rio	google_wave_rip
game_for_thhe	game_for_the
strept_throat_and	strep_throat_and
to_yu_in	to_you_in
upgrde_to_iphone	upgrade_to_iphone
i_can_doo	i_can_do
im_so_boring	is_so_boring
the_most_amaing	the_most_amazing
inv_a_google	in_a_google
greta_iphone_app	great_iphone_app
to_dwnload_it	to_download_it
i_kan_just	i_can_just
google_digital_libraray	google_digital_library
by_google_atm	by_google_at
ai_new_era	a_new_era
tell_em_you	tell_me_you
tooo_much_work	too_much_work
love_it_im	love_it_if
ihad_it_for	had_it_for
aight_google_wave	eight_google_wave
had_the_swiney	had_the_swine
pic_of_tha	pic_of_the
im_have_the	i_have_the
just_saw_dan	just_saw_an
the_max_is	the_mac_is
am_kooking_for	am_looking_for
i_got_ua	i_got_a
flu_vacine_should	flu_vaccine_should
im_sick_wih	im_sick_with
iphone_buh_no	iphone_but_no
hook_em_up	hook_me_up
application_for_iiphone	application_for_iphone
in_tha_middle	in_the_middle
fam_on_the	am_on_the
duno_what_to	dunno_what_to
when_there_iz	when_there_is
is_like_ya	is_like_a
im_goign_to	im_going_to
flash_is_comming	flash_is_coming
i_wil_have	i_will_have
bck_up_my	back_up_my
google_aps_account	google_apps_account
bur_i_wonder	but_i_wonder
google_voice_als	google_voice_as
me_a_pc	me_a_pic
_did_iu	_did_u
swine_flu_outreaks	swine_flu_outbreaks
hw_many_times	how_many_times
that_i_wus	that_i_was
going_on_im	going_on_in
ioving_my_new	loving_my_new
os_there_a	is_there_a
ie_and_have	it_and_have
send_txt_messages	send_text_messages
his_new_iiphone	his_new_iphone
i_meant_im	i_meant_i
wantz_a_wii	want_a_wii
i_lost_xa	i_lost_a
of_the_sith	of_the_site
to_make_tho	to_make_the
swine_flu_xo	swine_flu_to
lot_better_thab	lot_better_than
we_wil_see	we_will_see
swithing_to_iphone	switching_to_iphone
igot_the_flu	got_the_flu
the_new_wibi	the_new_wii
i_heard_yhu	i_heard_you
many_people_havs	many_people_have
this_flu_seaszon	this_flu_season
miqht_have_the	might_have_the
a_unlockd_iphone	a_unlocked_iphone
updatred_my_iphone	updated_my_iphone
got_the_swang	got_the_swag
iphone_is_beter	iphone_is_better
if_only_thr	if_only_the
will_be_abel	will_be_able
bettero_than_the	better_than_the
chrome_frame_ie	chrome_frame_is
i_oso_want	i_so_want
what_a_beatiful	what_a_beautiful
some_good_stuf	some_good_stuff
search_fror_it	search_for_it
i_dnt_wannaa	i_dnt_wanna
like_iam_getting	like_im_getting
keyboard_sleeve_tht	keyboard_sleeve_that
heh_google_wave	her_google_wave
fave_iphone_application	wave_iphone_application
a_longg_day	a_long_day
iphone_twiitter_app	iphone_twitter_app
api_to_check	app_to_check
gotto_get_my	gotta_get_my
google_and_bling	google_and_bing
with_mah_flu	with_man_flu
good_explaination_of	good_explanation_of
is_not_feelling	is_not_feeling
reqular_flu_and	regular_flu_and
it_doesnt_workk	it_doesnt_work
google_seraches_are	google_searches_are
forst_tweet_on	first_tweet_on
is_a_palin	is_a_pain
do_wothout_my	do_without_my
you_reallly_want	you_really_want
out_tho_iphone	out_the_iphone
to_go_von	to_go_on
for_google_os	for_google_is
swine_flu_aiont	swine_flu_aint
waiting_for_hhs	waiting_for_his
gettting_over_a	getting_over_a
bot_i_will	but_i_will
i_kinda_wnt	i_kinda_want
mmo_for_iphone	mms_for_iphone
im_the_most	is_the_most
thie_first_one	the_first_one
plan_to_wii	plan_to_win
thingy_on_google	things_on_google
bn_iphone_apps	on_iphone_apps
exacly_what_i	exactly_what_i
on_ard_and	on_add_and
fory_iphone_and	for_iphone_and
google_apps_killr	google_apps_killer
get_dis_flu	get_his_flu
i_can_haaz	i_can_haz
ol_google_search	on_google_search
and_ibm_on	and_im_on
jsut_to_see	just_to_see
stopp_sending_me	stop_sending_me
their_iphone_os	their_iphone_or
wi_instead_of	wii_instead_of
im_am_on	i_am_on
gt_a_good	get_a_good
feell_like_i	feel_like_i
just_had_mc	just_had_my
a_new_wiki	a_new_wii
to_halp_me	to_help_me
how_was_tht	how_was_the
im_finally_going	is_finally_going
a_mysterious_searies	a_mysterious_series
with_mel_and	with_me_and
hadd_the_worst	had_the_worst
tired_of_tha	tired_of_the
social_media_statt	social_media_stats
hom_much_iphone	how_much_iphone
if_you_wat	if_you_want
flu_shots_dr	flu_shots_or
see_waht_comes	see_what_comes
cnt_live_without	cant_live_without
tthe_iphone_to	the_iphone_to
flu_shot_increaes	flu_shot_increases
going_to_wok	going_to_work
anybdy_know_how	anybody_know_how
google_app_enigne	google_app_engine
will_have_ya	will_have_a
is_tha_answer	is_the_answer
should_nopt_be	should_not_be
wave_invote_by	wave_invite_by
playing_mmario_kart	playing_mario_kart
just_got_mr	just_got_my
that_was_jsut	that_was_just
gmail_push_od	gmail_push_on
what_i_thnk	what_i_think
iphone_and_ipoud	iphone_and_ipod
last_week_de	last_week_we
even_tho_il	even_tho_i
mario_ksrt_wii	mario_kart_wii
apps_fot_iphone	apps_for_iphone
ia_with_the	it_with_the
at_the_aoc	at_the_doc
ps_what_is	is_what_is
an_initation_for	an_invitation_for
iphone_versjon_of	iphone_version_of
i_kant_stop	i_cant_stop
the_fuck_im	the_fuck_is
knos_where_i	know_where_i
i_have_soome	i_have_some
wannna_try_it	wanna_try_it
cuase_of_the	case_of_the
i_am_tht	i_am_that
igot_a_new	got_a_new
co_for_the	go_for_the
for_yall_that	for_all_that
and_listerning_to	and_listening_to
that_tt_is	that_it_is
gunna_get_swine	gonna_get_swine
jus_at_the	us_at_the
at_the_dnd	at_the_end
get_hit_wita	get_hit_with
with_wave_andd	with_wave_and
the_iphone_et	the_iphone_at
hapened_to_that	happened_to_that
tis_pretty_good	is_pretty_good
an_iphone_gf	an_iphone_if
an_atempt_to	an_attempt_to
the_fuck_xp	the_fuck_up
entirely_on_tha	entirely_on_the
but_on_myb	but_on_my
a_complete_giude	a_complete_guide
for_a_goovle	for_a_google
i_just_orderd	i_just_ordered
came_to_mn	came_to_my
i_luvv_it	i_luv_it
i_been_siick	i_been_sick
google_chrone_but	google_chrome_but
can_reead_my	can_read_my
our_iphone_ap	our_iphone_app
cnt_figure_out	cant_figure_out
my_iphone_cus	my_iphone_cuz
sam_in_bed	am_in_bed
know_nuthing_about	know_nothing_about
_igoogle_is	_google_is
ff_is_the	off_is_the
da_wii_game	a_wii_game
iphone_bt_my	iphone_but_my
jouin_in_the	join_in_the
have_u_tryed	have_u_tried
leeds_to_see	needs_to_see
you_can_tak	you_can_talk
bck_i_have	bc_i_have
from_geting_the	from_getting_the
a_nice_bday	a_nice_day
syns_with_my	sync_with_my
going_to_ann	going_to_an
yo_and_get	go_and_get
ur_my_iphone	up_my_iphone
for_za_wii	for_a_wii
lol_i_ave	lol_i_have
and_iphone_ok	and_iphone_os
anyone_else_hve	anyone_else_have
yesturday_and_today	yesterday_and_today
kame_back_from	came_back_from
wifi_and_an	wii_and_an
jon_gosselin_braqnd	jon_gosselin_brand
im_not_feelinq	im_not_feeling
quickly_and_easly	quickly_and_easily
wanna_come_ovr	wanna_come_over
wve_invite_if	wave_invite_if
frm_ur_iphone	from_ur_iphone
the_pigggy_flu	the_piggy_flu
not_use_keyowrds	not_use_keywords
google_analyitcs_is	google_analytics_is
to_unblock_my	to_unlock_my
my_google_acccount	my_google_account
nd_an_earthquake	and_an_earthquake
carrier_setttings_for	carrier_settings_for
